date,type,operator,fatalities,location,country,cat,year,FatalFlag
21-APR-1945,Douglas Dakota III (DC-3),RAF,0,near Dessau,Germany,A1,1945,0
21-APR-1945,Douglas C-47A (DC-3),USAAF,0,near Mongyai,Myanmar,A1,1945,0
21-APR-1945,Junkers Ju-352 Herkules,German AF,8,BÃ¶rnersorf,Germany,A1,1945,1
22-APR-1945,Curtiss C-46D,USAAF,0,unknown,Unknown country,A1,1945,0
22-APR-1945,Douglas C-47A (DC-3),USAAF,3,near Lashio,Myanmar,A1,1945,1
22-APR-1945,Douglas C-47A (DC-3),USAAF,0,Voisins,France,A1,1945,0
22-APR-1945,Douglas C-47A (DC-3),USAAF,0,unknown,Unknown country,C1,1945,0
23-APR-1945,Curtiss R5C-1 (C-46),USMC,0,near Shanghai-Kiangwa...,China,A1,1945,0
23-APR-1945,Douglas C-47A (DC-3),USAAF,1,Rumkhapalong,Bangladesh,A1,1945,1
23-APR-1945,Douglas C-47 (DC-3),USAAF,0,Helmstedt Advanc...,Germany,A1,1945,0
23-APR-1945,Douglas C-47B (DC-3),USAAF,0,Manila Airport (...,Philippines,A1,1945,0
23-APR-1945,Douglas C-47A (DC-3),USAAF,0,unknown,Unknown country,A1,1945,0
23-APR-1945,Junkers Ju-52/3m,German AF,1,Reisbach,Germany,C1,1945,1
24-APR-1945,Curtiss C-46D,USAAF,0,Myitkyina North,Myanmar,A1,1945,0
24-APR-1945,Douglas C-47A (DC-3),USAAF,0,SchwÃ¤bisch Hall...,Germany,A1,1945,0
24-APR-1945,Douglas C-47A (DC-3),USAAF,0,Bayreuth Advance...,Germany,A1,1945,0
24-APR-1945,Douglas C-47A (DC-3),USAAF,0,Metz,France,A1,1945,0
24-APR-1945,Douglas C-47A (DC-3),USAAF,0,Bayreuth Advance...,Germany,A1,1945,0
24-APR-1945,Douglas C-47B (DC-3),USAAF,0,unknown,Unknown country,A1,1945,0
24-APR-1945,Douglas Dakota III (DC-3),RAF,0,Rheine-Advanced ...,Germany,A1,1945,0
25-APR-1945,Curtiss C-46A,USAAF,0,unknown,Unknown country,A1,1945,0
25-APR-1945,Douglas C-47A (DC-3),USAAF,7,within Myanmar,Myanmar,A1,1945,1
25-APR-1945,Douglas C-47B (DC-3),USAAF,0,near Angeles City,Philippines,A1,1945,0
25-APR-1945,Douglas C-47A (DC-3),USAAF,0,near Angeles City,Philippines,A1,1945,0
26-APR-1945,Curtiss C-46D,USAAF,0,unknown,Unknown country,A1,1945,0
26-APR-1945,Douglas C-47A (DC-3),USAAF,0,Muse Airfield,Myanmar,A1,1945,0
26-APR-1945,Douglas C-47A (DC-3),USAAF,0,OrlÃ©ans/Bricy A...,France,A1,1945,0
26-APR-1945,Douglas C-47A (DC-3),USAAF,0,Unknown,Unknown country,A1,1945,0
26-APR-1945,Junkers Ju-52/3m,German AF,2,Berlin,Germany,A1,1945,1
27-APR-1945,Lockheed 18 Lodestar,Page Airways,6,Washington-Natio...,USA,A1,1945,1
27-APR-1945,Curtiss C-46D,USAAF,3,near Hesdin,France,A1,1945,1
27-APR-1945,Curtiss C-46D,USAAF,11,"near Claude, TX",USA,A1,1945,1
27-APR-1945,Douglas C-47A (DC-3),USAAF,2,near Emison Auxiliary...,USA,A1,1945,1
28-APR-1945,Douglas C-47A (DC-3),USAAF,0,Barrackpore Air ...,India,A1,1945,0
28-APR-1945,Douglas Dakota III (DC-3),RAF,5,"near Foreland, Kent",U.K.,A1,1945,1
29-APR-1945,Curtiss C-46A,USAAF,3,between Chanyi a...,Unknown country,A1,1945,1
29-APR-1945,Douglas C-47A (DC-3),USAAF,0,near Lashio,Myanmar,A1,1945,0
30-APR-1945,Douglas R5D-3 (DC-4),US Navy,0,Guam-Agana NAS (...,Guam,A1,1945,0
30-APR-1945,Curtiss C-46A,USAAF,0,unknown,Unknown country,A1,1945,0
30-APR-1945,Curtiss C-46A,USAAF,0,unknown,Unknown country,A1,1945,0
30-APR-1945,Curtiss C-46A,USAAF,0,unknown,Unknown country,A1,1945,0
30-APR-1945,Curtiss C-46D,USAAF,0,unknown,Unknown country,A1,1945,0
30-APR-1945,Lockheed C-60A-1-LO Lodestar,USAAF,5,near Oklahoma City-Ti...,USA,A1,1945,1
30-APR-1945,Douglas C-47A (DC-3),USAAF,0,Poltava Air Base,Ukraine,A1,1945,0
30-APR-1945,Douglas C-47B (DC-3),French AF,0,unknown,Unknown country,A1,1945,0
30-APR-1945,Douglas C-47A (DC-3),USAAF,0,Manila Airport (...,Philippines,A1,1945,0
30-APR-1945,Douglas C-47A (DC-3),USAAF,0,Markham Valley,Philippines,A1,1945,0
??-APR-1945,Junkers Ju-52/3m,German AF,0,Wustrow/Rerik,Germany,C1,1945,0
??-APR-1945,Junkers Ju-52/3m,German AF,0,unknown,Germany,C1,1945,0
??-APR-1945,Douglas DC-3 (Nakajima L2D),"Dai Nippon Koku KK (Greater Japan Airways), op.for Japan Navy",0,Matsuyama,Japan,A1,1945,0
01-MAY-1945,Douglas Dakota IV (DC-3),BOAC,0,Basra Internatio...,Iraq,U1,1945,0
01-MAY-1945,Curtiss C-46D,USAAF,0,unknown,Unknown country,A1,1945,0
02-MAY-1945,Lockheed C-60A Lodestar,BOAC,0,"near SikeÃ¥fjÃ¤rden, ...",Sweden,A1,1945,0
03-MAY-1945,Curtiss C-46A,USAAF,0,unknown,India,A1,1945,0
03-MAY-1945,Douglas C-47A (DC-3),USAAF,0,Sarreguemines,France,A1,1945,0
03-MAY-1945,Douglas Dakota IV (DC-3),RAF,6,between Meiktila...,Myanmar,A1,1945,1
03-MAY-1945,Lisunov Li-2,Aeroflot,0,Gleiwitz,Poland,A1,1945,0
03-MAY-1945,Douglas C-47A (DC-3),USAAF,5,near Quara,Italy,A1,1945,1
04-MAY-1945,Consolidated PBY-5A Catalina,US Navy,7,San Francisco Ba...,USA,A1,1945,1
04-MAY-1945,Douglas Dakota III (DC-3),RAF,0,unknown,Myanmar,A1,1945,0
05-MAY-1945,Douglas C-54E (DC-4),USAAF,21,Manus Island,P.N. Guinea,A1,1945,1
05-MAY-1945,Douglas C-49H (DC-3-194B),"ANA, opf USAAF",6,"near Higgins Field, Q...",Australia,A1,1945,1
05-MAY-1945,Douglas C-47B (DC-3),USAAF,0,near Chanyi,China,A1,1945,0
05-MAY-1945,Douglas R4D-5 (DC-3),US Navy,0,Emirau Airport (...,P.N. Guinea,A1,1945,0
05-MAY-1945,Douglas C-47A (DC-3),USAAF,0,Unknown,Unknown country,A1,1945,0
05-MAY-1945,Consolidated C-87,USAAF,4,near Gologhat,India,A1,1945,1
06-MAY-1945,Curtiss C-46D,USAAF,4,Long Man Hill,U.K.,A1,1945,1
06-MAY-1945,Curtiss C-46D,USAAF,31,Hindhead,U.K.,A1,1945,1
06-MAY-1945,Douglas C-47B (DC-3),USAAF,0,Landau Ebenberg ...,Germany,A1,1945,0
06-MAY-1945,Douglas C-53D Skytrooper (DC-3),USAAF,4,Jarny,France,A1,1945,1
06-MAY-1945,Douglas C-47A (DC-3),USAAF,0,Manila,Philippines,A1,1945,0
06-MAY-1945,Douglas C-47A (DC-3),USAAF,0,OrlÃ©ans/Bricy A...,France,A1,1945,0
06-MAY-1945,Douglas C-47 (DC-3),USAAF,0,unknown,Unknown country,U1,1945,0
07-MAY-1945,Curtiss C-46A,USAAF,0,near Chabua Airfield,India,A1,1945,0
07-MAY-1945,Curtiss C-46A,USAAF,0,unknown,Myanmar,A1,1945,0
07-MAY-1945,Douglas C-47A (DC-3),USAAF,0,Ywataung,Myanmar,A1,1945,0
08-MAY-1945,Douglas C-47A (DC-3),USAAF,0,Ergolding Advanc...,Germany,A1,1945,0
08-MAY-1945,Curtiss C-46D,USAAF,0,unknown,Unknown country,A1,1945,0
08-MAY-1945,Douglas C-47A (DC-3),USAAF,0,Ergolding Advanc...,Germany,A1,1945,0
08-MAY-1945,Douglas C-47A (DC-3),USAAF,0,Cham,Germany,A1,1945,0
08-MAY-1945,Douglas C-47A (DC-3),USAAF,0,Ergolding Advanc...,Germany,A1,1945,0
08-MAY-1945,Douglas C-47A (DC-3),USAAF,0,Helmstedt-Advanc...,Germany,A1,1945,0
08-MAY-1945,Junkers Ju-52/3mge,German AF,0,"Saltnessand, Buv...",Norway,A1,1945,0
08-MAY-1945,Consolidated C-109,USAAF,0,near ChÃ¢teaudun-Adva...,France,A1,1945,0
08-MAY-1945,Consolidated C-87,USAAF,0,near Jorhat,India,A1,1945,0
09-MAY-1945,Curtiss C-46A,USAAF,0,near Mitu,China,A1,1945,0
09-MAY-1945,Douglas C-47B (DC-3),USAAF,0,RosiÃ¨res en Hay...,France,A1,1945,0
09-MAY-1945,Douglas C-47A (DC-3),CNAC,2,near Putao,Myanmar,A1,1945,1
09-MAY-1945,Consolidated C-109,USAAF,0,Hsinching Airfie...,China,A1,1945,0
09-MAY-1945,Douglas Dakota IV (DC-3),RAF,0,Cox's Bazar Airp...,Bangladesh,A1,1945,0
09-MAY-1945,Douglas Dakota IV (DC-3),RAF,0,Cox's Bazar Airp...,Bangladesh,A1,1945,0
09-MAY-1945,Douglas C-47A (DC-3),USAAF,0,Ergolding Advanc...,Germany,A1,1945,0
09-MAY-1945,Douglas C-47 (DC-3),USAAF,0,unknown,Unknown country,A1,1945,0
10-MAY-1945,Curtiss C-46D,USAAF,0,unknown,U.K.,A1,1945,0
10-MAY-1945,Curtiss C-46D,USAAF,4,near Dungeness,U.K.,A1,1945,1
10-MAY-1945,Douglas C-47A (DC-3),RAAF,7,between Tadji an...,P.N. Guinea,A1,1945,1
10-MAY-1945,Douglas C-54B (DC-4),USAAF,0,Georgetown-Widea...,St. Helena,A1,1945,0
11-MAY-1945,Douglas C-47A (DC-3),USAAF,0,Merseburg,Germany,A1,1945,0
11-MAY-1945,Douglas C-47A (DC-3),USAAF,0,Sorido Airstrip,Indonesia,A1,1945,0
11-MAY-1945,Douglas C-47A (DC-3),South African AF,1,near Kisumu,Kenya,A1,1945,1
11-MAY-1945,Douglas C-47A (DC-3),USAAF,0,Sedalia Army Air...,USA,O1,1945,0
12-MAY-1945,Curtiss C-46A,USAAF,0,Marrakech,Morocco,A1,1945,0
12-MAY-1945,Douglas C-47B (DC-3),USAAF,3,"near Cordelia, CA",USA,A1,1945,1
12-MAY-1945,Consolidated C-109,USAAF,0,Nivelles B-75 Ad...,Belgium,A1,1945,0
12-MAY-1945,Consolidated C-109,USAAF,0,near Jorhat (JRH),India,A1,1945,0
12-MAY-1945,Douglas C-47A (DC-3),USAAF,0,Fl. Blanc,Unknown country,A1,1945,0
13-MAY-1945,Lockheed 18 Lodestar,Union Airways,0,Auckland-Mangere...,New Zealand,A1,1945,0
13-MAY-1945,Douglas C-47B (DC-3),USAAF,20,Irian Jaya,P.N. Guinea,A1,1945,1
13-MAY-1945,Douglas C-47B (DC-3),USAAF,0,near Ledo,India,A1,1945,0
13-MAY-1945,Douglas C-47A (DC-3),USAAF,0,Ledo Airfield,India,A1,1945,0
13-MAY-1945,Douglas C-47B (DC-3),USAAF,0,Ledo,India,A1,1945,0
13-MAY-1945,Consolidated C-109,USAAF,0,near Silchar,India,A1,1945,0
13-MAY-1945,Douglas C-47A (DC-3),USAAF,21,"Hidden Valley, P...",Indonesia,A1,1945,1
13-MAY-1945,Douglas C-47A (DC-3),USAAF,0,Unknown,Unknown country,A1,1945,0
14-MAY-1945,Curtiss C-46D,USAAF,0,unknown,Unknown country,A1,1945,0
14-MAY-1945,Consolidated PBY-5 Catalina,US Navy,6,"near Daytona Beach, FL",USA,A1,1945,1
14-MAY-1945,Douglas C-47A (DC-3),USAAF,0,Unknown,Unknown country,A1,1945,0
14-MAY-1945,Douglas C-47A (DC-3),USAAF,0,Unknown,Unknown country,A1,1945,0
15-MAY-1945,Douglas C-47 (DC-3),USAAF,0,Angers-Arville A...,France,A1,1945,0
15-MAY-1945,Douglas C-47A (DC-3),USAAF,0,Risstissen-Advan...,Germany,A1,1945,0
15-MAY-1945,Douglas C-47B (DC-3),USAAF,0,within Kachin State,Myanmar,A1,1945,0
15-MAY-1945,Curtiss C-46A,USAAF,0,near Joal,Senegal,A1,1945,0
16-MAY-1945,Curtiss C-46D,USAAF,0,unknown,Unknown country,U1,1945,0
16-MAY-1945,Short Sunderland V,RAAF,1,Pembroke Dock RA...,U.K.,A1,1945,1
16-MAY-1945,Curtiss C-46A,USAAF,0,near Sookerating,India,A1,1945,0
16-MAY-1945,Junkers Ju-52/3m,Spanish AF,12,LeÃ³n,Spain,A1,1945,1
17-MAY-1945,Curtiss C-46D,USAAF,0,Kalaywa,Myanmar,A1,1945,0
17-MAY-1945,Douglas C-47A (DC-3),USAAF,0,Myitkyina North,Myanmar,A1,1945,0
17-MAY-1945,Douglas R4D-5 (DC-3),US Navy,4,near Manus Island-Mom...,P.N. Guinea,A1,1945,1
18-MAY-1945,Curtiss C-46D,USAAF,0,unknown,Unknown country,A1,1945,0
18-MAY-1945,Douglas C-47A (DC-3),USAAF,0,Beauvais-TillÃ© ...,France,A1,1945,0
18-MAY-1945,Douglas C-53D Skytrooper (DC-3),USAAF,0,Paris-Le Bourget...,France,A1,1945,0
18-MAY-1945,Consolidated PBY-5A Catalina,US Navy,0,Pearl Harbor NAS...,USA,A1,1945,0
18-MAY-1945,Douglas C-47A (DC-3),USAAF,0,Unknown,Unknown country,A1,1945,0
18-MAY-1945,Douglas Dakota IV (DC-3),RAF,0,Beirut,Lebanon,A1,1945,0
19-MAY-1945,Douglas C-47A (DC-3),USAAF,0,near Mabein,Myanmar,A1,1945,0
19-MAY-1945,Consolidated PBY-5A Catalina,US Navy,0,"near Ocean View, VA [...",USA,A1,1945,0
19-MAY-1945,Consolidated C-109,USAAF,0,Kwanghan,China,A1,1945,0
20-MAY-1945,Curtiss C-46A,USAAF,0,unknown,Unknown country,A1,1945,0
20-MAY-1945,Douglas Dakota IV (DC-3),RAF,0,Yaping,China,A1,1945,0
20-MAY-1945,Douglas C-47B (DC-3),USAAF,0,Kharagpur,India,A1,1945,0
21-MAY-1945,Curtiss C-46A,USAAF,0,unknown,China,A1,1945,0
21-MAY-1945,Douglas C-47A (DC-3),USAAF,0,Nice Advanced La...,France,A1,1945,0
22-MAY-1945,Douglas C-47B (DC-3),USAAF,0,near Nanhua,China,A1,1945,0
22-MAY-1945,Douglas Dakota III (DC-3),RAF,6,near Pegu,Myanmar,A1,1945,1
23-MAY-1945,Curtiss C-46D,USAAF,0,Chittagong Airfi...,Bangladesh,A1,1945,0
23-MAY-1945,Douglas C-47A (DC-3),USAAF,4,Knollwood Airpor...,USA,A1,1945,1
23-MAY-1945,Curtiss C-46D,USAAF,44,Taillefontaine,France,A1,1945,1
24-MAY-1945,Douglas C-54B (DC-4),USAAF,0,Okinawa-Yontan F...,Japan,C1,1945,0
24-MAY-1945,Curtiss C-46A,USAAF,0,Kunming Airport ...,China,A1,1945,0
24-MAY-1945,Curtiss C-46D,private,0,near Cox's Bazaar,India,A1,1945,0
24-MAY-1945,Consolidated PBY-5A Catalina,US Navy,0,"near Attu, AK",USA,A1,1945,0
24-MAY-1945,Douglas C-47B (DC-3),USAAF,0,Okinawa-Yontan F...,Japan,C1,1945,0
24-MAY-1945,Curtiss R5C-1 (C-46A),US Navy,0,Saipan,Northern Mariana Isl,U1,1945,0
24-MAY-1945,Curtiss R5C-1 (C-46A),US Navy,0,Okinawa,Japan,U1,1945,0
24-MAY-1945,Douglas R4D-5 (DC-3),US Navy,0,near Okinawa,Japan,A1,1945,0
25-MAY-1945,Douglas C-47A (DC-3),USAAF,0,Tacloban,Philippines,A1,1945,0
25-MAY-1945,Douglas C-47A (DC-3),USAAF,0,Unknown,Unknown country,A1,1945,0
25-MAY-1945,Douglas Dakota IV (DC-3),RAF,0,Alon Airstrip,Myanmar,A1,1945,0
25-MAY-1945,Douglas Dakota III (DC-3),RAF,0,near Kiel,Germany,A1,1945,0
25-MAY-1945,Douglas Dakota III (DC-3),RAF,0,Hannover,Germany,A1,1945,0
26-MAY-1945,Curtiss C-46A,USAAF,0,near Myitkyina South,Myanmar,A1,1945,0
26-MAY-1945,Curtiss C-46D,USAAF,0,near Kunming,China,A1,1945,0
26-MAY-1945,Consolidated C-87,USAAF,0,Barrackpore,India,A1,1945,0
26-MAY-1945,Douglas Dakota III (DC-3),RAF,0,Yangon-Mingalado...,Myanmar,A1,1945,0
26-MAY-1945,Douglas C-47A (DC-3),USAAF,0,Mannheim Advance...,Germany,A1,1945,0
27-MAY-1945,Douglas C-47 (DC-3),USAAF,0,unknown,India,A1,1945,0
27-MAY-1945,Curtiss C-46D,USAAF,0,unknown,Unknown country,A1,1945,0
27-MAY-1945,Douglas C-47A (DC-3),USAAF,4,Hukawng Valley,Myanmar,A1,1945,1
27-MAY-1945,Douglas C-47B (DC-3),USAAF,0,unknown,Unknown country,A1,1945,0
29-MAY-1945,Curtiss C-46A,USAAF,0,Chabua Airfield,India,A1,1945,0
29-MAY-1945,Curtiss C-46D,USAAF,0,unknown,Unknown country,A1,1945,0
29-MAY-1945,Douglas C-47 (DC-3),USAAF,0,Mingaladon,Myanmar,A1,1945,0
29-MAY-1945,Curtiss C-46D,USAAF,0,unknown,Unknown country,U1,1945,0
29-MAY-1945,Curtiss C-46D,USAAF,0,unknown,Unknown country,A1,1945,0
29-MAY-1945,Douglas R4D-6 (DC-3),US Navy,0,"Winslow Airport,...",USA,A1,1945,0
29-MAY-1945,Douglas C-47B (DC-3),USAAF,0,near Mayaguana Island,Bahamas,A1,1945,0
30-MAY-1945,Curtiss C-46A,USAAF,0,unknown,Unknown country,U1,1945,0
30-MAY-1945,Douglas C-47B (DC-3),USAAF,0,Meiktila,Myanmar,A1,1945,0
30-MAY-1945,Douglas R4D-5 (DC-3),US Navy,0,Venezia-Lido Air...,Italy,A1,1945,0
30-MAY-1945,Douglas C-47B (DC-3),USAAF,21,near Drewin,Cote d'Ivoire,A1,1945,1
30-MAY-1945,Consolidated C-109,USAAF,2,near Tura,India,A1,1945,1
31-MAY-1945,Curtiss C-46A,USAAF,0,Chanyi,China,A1,1945,0
31-MAY-1945,Curtiss C-46D,USAAF,0,unknown,Unknown country,A1,1945,0
31-MAY-1945,Curtiss C-46A,USAAF,0,near Kunming,China,A1,1945,0
31-MAY-1945,Curtiss C-46A,USAAF,0,near Sookerating,India,A1,1945,0
??-MAY-1945,Douglas R4D-6 (DC-3),US Navy,0,Okinawa-Yontan F...,Japan,C1,1945,0
??-MAY-1945,Douglas C-53-DO (DC-3),CNAC,0,unknown,Unknown country,U1,1945,0
01-JUN-1945,Douglas C-47B (DC-3),RAAF,0,Longreach Airpor...,Australia,A1,1945,0
02-JUN-1945,Consolidated PBY-5A Catalina,US Navy,8,near Iwo Jima,Pacific Ocean,A1,1945,1
02-JUN-1945,Douglas Dakota IV (DC-3),RAF,5,near Karin,India,A1,1945,1
02-JUN-1945,Douglas C-47A (DC-3),USAAF,0,unknown,Unknown country,A1,1945,0
03-JUN-1945,Douglas DC-3A,"Aerovias Brasil, lsf TACA",0,"near Ipiabas, RJ",Brazil,A1,1945,0
03-JUN-1945,Curtiss C-46D,USAAF,0,unknown,Unknown country,A1,1945,0
03-JUN-1945,Curtiss C-46D,USAAF,0,Shingbwiyang,Myanmar,A1,1945,0
03-JUN-1945,Douglas C-47B (DC-3),USAAF,0,BogotÃ¡-Techo Ai...,Colombia,A1,1945,0
03-JUN-1945,Martin PBM-5 Mariner,US Navy,1,Tanahmera,Indonesia,C1,1945,1
04-JUN-1945,Douglas DC-3-228F,Pan Am,0,Port Of Spain-Pi...,Trinidad & Tobago,A1,1945,0
04-JUN-1945,Douglas Dakota III (DC-3),RAF,0,unknown,Unknown country,A1,1945,0
04-JUN-1945,Douglas C-47A (DC-3),USAAF,0,Melun/Villaroche...,France,A1,1945,0
05-JUN-1945,Curtiss C-46D,USAAF,0,unknown,Unknown country,A1,1945,0
05-JUN-1945,Curtiss C-46D,USAAF,0,unknown,Unknown country,A1,1945,0
05-JUN-1945,Douglas C-47 (DC-3),USAAF,7,near Sakden,Bhutan,A1,1945,1
05-JUN-1945,Curtiss C-46A,USAAF,0,Kunming,China,A1,1945,0
05-JUN-1945,Douglas Dakota III (DC-3),RAF,4,near Kyaukpyu,Myanmar,A1,1945,1
06-JUN-1945,Consolidated C-87,USAAF,0,near Htawgaw,Myanmar,A1,1945,0
07-JUN-1945,Douglas R4D-6 (DC-3),US Navy,4,between Momote a...,P.N. Guinea,A1,1945,1
07-JUN-1945,Douglas C-47A (DC-3),USAAF,0,Unknown,Unknown country,A1,1945,0
07-JUN-1945,Consolidated C-109,USAAF,0,Hsinching Airfie...,China,A1,1945,0
07-JUN-1945,Douglas Dakota IV (DC-3),RAF,24,near Dhaka,Bangladesh,A1,1945,1
08-JUN-1945,Douglas C-47B (DC-3),USAAF,8,between Tacloban...,Pacific Ocean,A1,1945,1
08-JUN-1945,Douglas C-47 (DC-3),USAAF,0,unknown,Unknown country,A1,1945,0
08-JUN-1945,Douglas Dakota IV (DC-3),RAF,0,near Kyaukpyu,Myanmar,A1,1945,0
09-JUN-1945,Curtiss C-46D,USAAF,0,near Yunnanyi,China,A1,1945,0
01-JAN-1946,Budd RB-1 Conestoga,National Skyway Freight,0,"Bluefield, VA",USA,A1,1946,0
02-JAN-1946,Douglas C-47B (DC-3),USAAF,0,near Canton,China,A1,1946,0
04-JAN-1946,Douglas Dakota IV (DC-3),RAF,3,"near Hainan Island, S...",Pacific Ocean,A1,1946,1
05-JAN-1946,Douglas C-47A (DC-3),USAAF,8,"near Gumab, Masbate I...",Philippines,A1,1946,1
06-JAN-1946,Douglas DC-3-392,Pennsylvania-Central Airlines,3,Birmingham Airpo...,USA,A1,1946,1
07-JAN-1946,Curtiss R5C-1 (C-46),USMC,0,Tinian Island In...,Northern Mariana Isl,A1,1946,0
09-JAN-1946,Douglas C-47 (DC-3),China Air Force,18,Changchun,China,A1,1946,1
09-JAN-1946,Douglas Dakota III (DC-3),RAF,0,Semarang Airport...,Indonesia,A1,1946,0
11-JAN-1946,Douglas C-47B (DC-3),USAAF,0,near San Jose,Philippines,A1,1946,0
12-JAN-1946,Douglas C-47A (DC-3),USAAF,0,Manila-Nichols A...,Philippines,A1,1946,0
13-JAN-1946,Amiot AAC.1 (Ju-52),Air France,2,"Le Bouscat, Bord...",France,A1,1946,1
13-JAN-1946,Curtiss C-46D,USAAF,12,near Majuro,Marshall Isl.,A1,1946,1
14-JAN-1946,Douglas Dakota IV (DC-3),RAF,5,Mount Bongkok,Indonesia,A1,1946,1
14-JAN-1946,Douglas Dakota IV (DC-3),RAF,0,near Blakehill Farm,U.K.,A1,1946,0
14-JAN-1946,Lisunov Li-2,"Aeroflot, Ukraine",22,"Netrubezh, Kolpn...",Russia,A1,1946,1
15-JAN-1946,Douglas Dakota IV (DC-3),RAF,25,near Marseille,France,A1,1946,1
16-JAN-1946,Douglas Dakota IV (DC-3),RAF,0,"near Yelvertoft, QLD",Australia,A1,1946,0
16-JAN-1946,Douglas Dakota III (DC-3),Netherlands AF,0,Katwijk,Netherlands,A1,1946,0
16-JAN-1946,Douglas C-54A (DC-4),USAAF,0,"near Lula, GA",USA,A1,1946,0
17-JAN-1946,Douglas Dakota III (DC-3),RAF,0,Butterworth Airp...,Malaysia,A1,1946,0
17-JAN-1946,Douglas C-47A (DC-3),USAAF,0,Unknown,Unknown country,A1,1946,0
18-JAN-1946,Douglas DC-3-201E,Eastern Air Lines,17,"Cheshire, CT",USA,A1,1946,1
18-JAN-1946,Consolidated PBY-6A Catalina,US Navy,0,near Wake Island,U.S. M.O. Islands,A1,1946,0
19-JAN-1946,Douglas Dakota III (DC-3),RCAF,7,"Mount Ptolemy, n...",Canada,A1,1946,1
19-JAN-1946,Short Sunderland GR.5,RAF,0,Jesselton,Malaysia,A1,1946,0
23-JAN-1946,Douglas C-47A (DC-3),BOAC,0,El Adem RAF Station,Libya,A1,1946,0
23-JAN-1946,Curtiss C-46D,USAAF,0,unknown,Unknown country,A1,1946,0
24-JAN-1946,Douglas Dakota IV (DC-3),RAF,0,Vadodara,India,A1,1946,0
25-JAN-1946,Douglas Dakota IV (DC-3),RAF,0,Hmawbi RAF Station,Myanmar,A1,1946,0
26-JAN-1946,Douglas C-47A (DC-3),Central Air Transport,0,near Wuhan,China,A1,1946,0
26-JAN-1946,Douglas C-47 (DC-3),USAAF,4,near Nanking (Nanjing),China,A1,1946,1
27-JAN-1946,Lisunov Li-2,"Aeroflot, Uzbekistan",0,near Gerelde,Turkmenistan,A1,1946,0
28-JAN-1946,Douglas Dakota IV (DC-3),RAF,0,Poona RAF Statio...,India,A1,1946,0
28-JAN-1946,Douglas C-47B (DC-3),USAAF,0,near Taiwan,Pacific Ocean,A1,1946,0
29-JAN-1946,Douglas Dakota IV (DC-3),RAF,0,Takoradi Airport...,Ghana,A1,1946,0
29-JAN-1946,Curtiss C-46D,USAAF,12,near Lo-tien-Chen,China,A1,1946,1
29-JAN-1946,Douglas C-47A (DC-3),USAAF,2,Barrackpore Air ...,India,A1,1946,1
29-JAN-1946,Douglas R4D-6 (DC-3),US Navy,0,near Pearl Harbor NAS...,USA,A1,1946,0
30-JAN-1946,Douglas Dakota IV (DC-3),RAF,11,near Le Mans,France,A1,1946,1
30-JAN-1946,Douglas Dakota III (DC-3),RAF,0,KÃ¸benhavn-Kastr...,Denmark,A1,1946,0
30-JAN-1946,Douglas Dakota IV (DC-3),RAF,0,Semarang Airport...,Indonesia,A1,1946,0
30-JAN-1946,Boeing B-17G,DDL,0,KÃ¸benhavn-Kastr...,Denmark,A1,1946,0
31-JAN-1946,Douglas DC-3-194H,United Airlines,21,"Elk Mountain, WY",USA,A1,1946,1
31-JAN-1946,Douglas C-47A (DC-3),USAAF,0,Lipa-Fernando Ai...,Philippines,A1,1946,0
31-JAN-1946,Curtiss C-46D,USAAF,0,unknown,Unknown country,A1,1946,0
31-JAN-1946,Douglas C-47B (DC-3),USAAF,0,unknown,Unknown country,A1,1946,0
31-JAN-1946,Douglas C-47B (DC-3),USAAF,0,unknown,Unknown country,A1,1946,0
31-JAN-1946,Douglas C-47A (DC-3),"Aeroflot, Moscow",3,Solntsevo distri...,Russia,A1,1946,1
01-FEB-1946,Douglas C-54G (DC-4),USAAF,0,Fujisawa Air Base,Japan,A1,1946,0
02-FEB-1946,Amiot AAC.1 (Ju-52),Air France,0,Belo Airport (BMD),Madagascar,A1,1946,0
02-FEB-1946,Douglas Dakota IV (DC-3),RAF,5,near Pegu,Myanmar,A1,1946,1
02-FEB-1946,Douglas C-47A (DC-3),USAAF,0,near Aurora-Lowry AFB...,USA,A1,1946,0
02-FEB-1946,Douglas C-47A (DC-3),USAAF,5,near Aix-en-Provence,France,A1,1946,1
03-FEB-1946,Douglas Dakota III (DC-3),RAF,6,near Carlisle,U.K.,A1,1946,1
03-FEB-1946,Douglas R5D-2 (C-54B),US Navy,0,unknown,China,A1,1946,0
04-FEB-1946,Amiot AAC.1 (Ju-52),Air France,0,Menorca-MahÃ³n A...,Spain,A1,1946,0
05-FEB-1946,Douglas DC-3A-414A,Cruzeiro do Sul,0,"IlhÃ©us Airport,...",Brazil,A1,1946,0
05-FEB-1946,Douglas C-47A (DC-3),USAAF,24,Negros Island,Philippines,A1,1946,1
07-FEB-1946,Douglas Dakota IV (DC-3),RAF,0,Dhorro Naro,India,A1,1946,0
07-FEB-1946,Junkers Ju-52/3m,Spanish AF,10,near Huerta,Spain,A1,1946,1
09-FEB-1946,Douglas C-47A (DC-3),USAAF,0,near Dumog,Philippines,A1,1946,0
11-FEB-1946,Douglas Dakota IV (DC-3),RAF,0,near Saigon,Vietnam,A1,1946,0
12-FEB-1946,Lockheed 18 Lodestar,LAV,0,near Barquisimeto,Venezuela,A1,1946,0
