date,type,operator,fatalities,location,country,cat,year,FatalFlag
18-MAR-1975,DHC-6 Twin Otter 100,Sudan Airways,5,Dinder National ...,Sudan,A1,1975,1
21-MAR-1975,Lockheed C-141A-20-LM Starlifter,USAF,16,"near Seattle, WA",USA,A1,1975,1
26-MAR-1975,Convair CV-440-86,Servicio AÃ©reo San Francisco,0,Cerdas,Bolivia,A1,1975,0
26-MAR-1975,Douglas C-47A (DC-3),China Airlines,0,Kompong Som Airp...,Cambodia,A1,1975,0
27-MAR-1975,Douglas C-48A (DC-3C ),FAA,0,Dubois-Jefferson...,USA,A1,1975,0
27-MAR-1975,Curtiss C-46A,Fairbanks Air Service,0,Prudhoe Bay/Dead...,USA,A1,1975,0
27-MAR-1975,BN-2A-3 Islander,Zambian Flying Doctor Service,0,Kalengwa,Zambia,A1,1975,0
28-MAR-1975,Lockheed 18 Lodestar,Potomac Painters,4,near Florida,Atlantic Ocean,A1,1975,1
29-MAR-1975,Fairchild F-27,Air Manila Int.,0,Baguio-Loakan Ai...,Philippines,A1,1975,0
31-MAR-1975,Boeing 737-247,Western Air Lines,0,"Casper Airport, ...",USA,A1,1975,0
31-MAR-1975,Lockheed 18 Lodestar,Hartzog Aviation,2,Veracruz-Las Baj...,Mexico,A1,1975,1
??-MAR-1975,Vickers 806 Viscount,Royal Air Lao,4,Phnom Penh-Poche...,Cambodia,A1,1975,1
01-APR-1975,Howard 350,Dallas Chapter,2,"CuliacÃ¡n, Sinaloa",Mexico,A1,1975,1
04-APR-1975,Lockheed C-5A Galaxy,USAF,138,near Saigon-Tan Son N...,Vietnam,A1,1975,1
06-APR-1975,Lockheed C-130A Hercules,Vietnam Air Force - VNAF,0,Bien Hoa,Vietnam,A1,1975,0
09-APR-1975,Fokker F-28 Fellowship 1000,Itavia,0,Bergamo-Orio Al ...,Italy,A1,1975,0
09-APR-1975,Boeing 747SR-46,JAL,0,Tokyo,Japan,H2,1975,0
10-APR-1975,Douglas C-54A (DC-4),Royal Air Lao,0,Phnom Penh-Poche...,Cambodia,O1,1975,0
11-APR-1975,Douglas DC-3,Sorya Airlines,3,near Phnom Penh-Poche...,Cambodia,C1,1975,1
14-APR-1975,Swearingen SA226-AT Merlin IV,Magnavox Corporation,2,near Southern Pines-P...,USA,A1,1975,1
14-APR-1975,Antonov An-24,Bulgarian AF,0,near Sofia,Bulgaria,A1,1975,0
15-APR-1975,Antonov An-2TP,"Aeroflot, Kazakstan",0,Omsk Airport (OMS),Russia,A1,1975,0
18-APR-1975,Antonov An-2R,ZUA,0,Minieta Szlacheckie,Poland,A1,1975,0
18-APR-1975,BN-2A-7 Islander,"Mackenzie Air, op.for Air Exec Services",0,Fort Simpson Air...,Canada,A1,1975,0
19-APR-1975,Douglas C-47A (DC-3),Air Liberia,0,Monrovia-Roberts...,Liberia,A1,1975,0
23-APR-1975,Curtiss C-46D,SAVCO,4,Cerro Sayari,Bolivia,A1,1975,1
24-APR-1975,BN-2A Islander,Munz Northern Airlines,0,Tin City Airport...,USA,A1,1975,0
25-APR-1975,Boeing 727,United Airlines,0,"Atlanta, GA",USA,H2,1975,0
25-APR-1975,Antonov An-24RV,"Aeroflot, Ukraine",0,near Poltava Airport ...,Ukraine,A1,1975,0
26-APR-1975,Beech A100 King Air,"Stribling-Puckett, Inc",6,near Hilton Head Airp...,USA,A1,1975,1
27-APR-1975,HAL-748,Indian AF,0,Yallahanpur,India,A1,1975,0
28-APR-1975,Lockheed C-130E Hercules,USAF,0,Saigon-Tan Son N...,Vietnam,O1,1975,0
29-APR-1975,Douglas VC-47A (DC-3),Air America,0,U-Tapao Airport ...,Thailand,A1,1975,0
29-APR-1975,Fairchild C-119 Flying Boxcar,Vietnam Air Force - VNAF,0,Than Son Nhut,Vietnam,C1,1975,0
30-APR-1975,Lockheed L-188AF Electra,Zantop,0,Prudhoe Bay/Dead...,USA,A1,1975,0
30-APR-1975,Antonov An-2SX,"Aeroflot, Central Region",0,near Tambov,Russia,A1,1975,0
??-APR-1975,Lockheed C-130A Hercules,USAF,0,unknown,Vietnam,U1,1975,0
??-APR-1975,Lockheed C-130A Hercules,Vietnam Air Force - VNAF,0,unknown,Vietnam,U1,1975,0
??-APR-1975,Lockheed C-130A Hercules,Vietnam Air Force - VNAF,0,unknown,Vietnam,U1,1975,0
??-APR-1975,Douglas DC-3C,Cambodian Air Service,0,Phnom Penh-Poche...,Cambodia,U1,1975,0
??-APR-1975,Lockheed C-130A Hercules,Vietnam Air Force - VNAF,0,unknown,Vietnam,U1,1975,0
??-APR-1975,Lockheed C-130A Hercules,Vietnam Air Force - VNAF,0,unknown,Vietnam,U1,1975,0
??-APR-1975,Lockheed C-130A Hercules,Vietnam Air Force - VNAF,0,unknown,Vietnam,U1,1975,0
03-MAY-1975,Douglas C-47 (DC-3),SATENA,4,near Sardinata,Colombia,A1,1975,1
10-MAY-1975,Bristol 170 Freighter 21E,Air Express,2,"near Cape Paterson, VIC",Australia,A1,1975,1
10-MAY-1975,Hawker Siddeley HS-748,Philippine Air Lines,0,Manila Internati...,Philippines,A1,1975,0
11-MAY-1975,Lockheed L-1049H-01-06-162 Super Constellation,Aircraft Specialties,6,"near Mesa, AZ",USA,A1,1975,1
11-MAY-1975,Vickers 769D Viscount,PLUNA,0,Buenos Aires-Jor...,Argentina,A1,1975,0
14-MAY-1975,T-39A Sabreliner,USAF,3,King and Queen C...,USA,A1,1975,1
15-MAY-1975,Boeing 737-200,United Airlines,0,San Francisco In...,USA,H2,1975,0
16-MAY-1975,Boeing 747-136,British Airways,0,near Glasgow-Prestwic...,U.K.,A2,1975,0
17-MAY-1975,Douglas C-47B (DC-3),Motortec,0,Rio de Janeiro-J...,Brazil,O1,1975,0
18-MAY-1975,Antonov An-2R,"Aeroflot, Far East",0,near Birobidzhan,Russia,A1,1975,0
19-MAY-1975,Douglas C-47 (DC-3),Indian AF,0,unknown,India,U1,1975,0
19-MAY-1975,Antonov An-2T,"Aeroflot, Georgia",0,Mestia,Georgia,A1,1975,0
20-MAY-1975,Antonov An-2,"Aeroflot, Yakutsk",0,unknown,Russia,A1,1975,0
21-MAY-1975,DHC-3 Otter,Woods Air Service,1,Anchorage-Lake H...,USA,A2,1975,1
28-MAY-1975,NAMC YS-11-125,TOA Domestic,0,Osaka-Itami Airp...,Japan,A1,1975,0
29-MAY-1975,Lockheed 18 Learstar I,Colonial Bank,2,"near Rockwood, TN",USA,A1,1975,1
03-JUN-1975,BAC One-Eleven 524FF,Philippine Air Lines,1,near Manila,Philippines,C2,1975,1
03-JUN-1975,Lockheed L-1049H Super Constellation,Sky Truck Int.,0,Guadeloupe,Guadeloupe,A1,1975,0
06-JUN-1975,Curtiss C-46F,TAI,0,San Borja Airpor...,Bolivia,A1,1975,0
09-JUN-1975,Curtiss C-46A,Frigorifico Santa Rita,0,Riberalta Airpor...,Bolivia,A1,1975,0
12-JUN-1975,Boeing 747-128,Air France,0,Bombay-Santacruz...,India,A1,1975,0
14-JUN-1975,Rockwell Sabreliner 75A,Kerr-McGee Corp,0,near Watertown Airpor...,USA,A1,1975,0
17-JUN-1975,Hawker Siddeley HS-748,Varig,4,"Pedro Afonso, GO",Brazil,A1,1975,1
17-JUN-1975,SE-210 Caravelle VI-N,Indian Airlines,0,Bombay-Santacruz...,India,A1,1975,0
19-JUN-1975,Antonov An-2T,"Aeroflot, Magadan",0,near Markovo,Russia,A1,1975,0
20-JUN-1975,Lockheed P2V-7 Neptune,Japanese Navy,0,unknown,Unknown country,U1,1975,0
22-JUN-1975,Handley Page HPR-7 Herald 101,La Urraca,0,La Libertad,Colombia,A1,1975,0
24-JUN-1975,Boeing 727-225,Eastern Air Lines,113,New York-John F....,USA,A1,1975,1
26-JUN-1975,Douglas C-47D,German AF,3,Kaufering,Germany,A1,1975,1
27-JUN-1975,BN-2 Islander,Kurfiss Aviation,0,near Bremen Airport (...,Germany,A1,1975,0
28-JUN-1975,Antonov An-24,Balkan Bulgarian,0,Thessaloniki Air...,Greece,H2,1975,0
28-JUN-1975,Antonov An-2T,"Aeroflot, Kyrgyzstan",0,near Karaganda,Russia,A1,1975,0
30-JUN-1975,Douglas DC-4,El Venado,3,near Saravena,Colombia,A1,1975,1
??-JUN-1975,BN-2A Islander,Wilderness Airline,0,"Williams Lake, BC",Canada,U1,1975,0
??-JUN-1975,Grumman G-73 Mallard,Gabon Government,0,Atlantic Ocean o...,Gabon,O1,1975,0
02-JUL-1975,Beech 99,TAT,8,Nantes ChÃ¢teau-...,France,A1,1975,1
03-JUL-1975,Learjet 25,Unknown,0,Richmond Municip...,USA,A1,1975,0
05-JUL-1975,Boeing 707-373C,PIA,0,Islamabad Intern...,Pakistan,C2,1975,0
09-JUL-1975,BN-2A-6 Islander,Interivoire,0,unknown,Unknown country,U1,1975,0
10-JUL-1975,Lockheed L-188AF Electra,Aerocondor de Colombia,2,BogotÃ¡-Eldorado...,Colombia,A1,1975,1
10-JUL-1975,Douglas DC-6F,Aerocosta Colombia,0,BogotÃ¡-Eldorado...,Colombia,O1,1975,0
11-JUL-1975,Grumman G-159 Gulfstream I,Collins Radio,0,Dallas-Addison A...,USA,A1,1975,0
11-JUL-1975,DH-114 Prinair Heron 2,Prinair,0,San Juan-Isla Ve...,Puerto Rico,A2,1975,0
15-JUL-1975,Yakovlev Yak-40,"Aeroflot, Armenia",40,near Batumi-Chorokh A...,Georgia,A1,1975,1
16-JUL-1975,Antonov An-2R,ZUA,1,near KÃºty,Slovakia,C1,1975,1
16-JUL-1975,Douglas DC-4,Aerotal Colombia,0,Arauca Airport (...,Colombia,A1,1975,0
17-JUL-1975,CSR-123 Otter (DHC-3),RCAF,0,Duke of York Bay...,Canada,A1,1975,0
18-JUL-1975,Antonov An-2,Aviatia Utilitara,0,Mircea Voda,Romania,A1,1975,0
23-JUL-1975,Antonov An-2R,"Aeroflot, Tajikistan",0,near Termez,Uzbekistan,A1,1975,0
25-JUL-1975,Douglas R4D-1 (DC-3),St. Felicien Air Services,0,"Lake Mistassini, QC",Canada,A1,1975,0
26-JUL-1975,Lockheed C-130A Hercules,USAF,6,"near Imlay City, MI",USA,A1,1975,1
26-JUL-1975,Douglas C-47 (DC-3),Colombian AF,10,Sierra Nevada de...,Colombia,A1,1975,1
28-JUL-1975,Lockheed L-1011 TriStar,All Nippon,0,Tokyo-Haneda Air...,Japan,H2,1975,0
31-JUL-1975,Douglas C-47A (DC-3),Chilean AF,7,near Colina,Chile,A1,1975,1
31-JUL-1975,Vickers 837 Viscount,FEAT,27,Taipei-Songshan ...,Taiwan,A1,1975,1
03-AUG-1975,Douglas C-47 (DC-3),Nicaraguan AF,21,near Punta Amapala,El Salvador,A1,1975,1
03-AUG-1975,Boeing 707-321C,"Jordanian World Airways, opf RAM",188,near Amskroud,Morocco,A1,1975,1
03-AUG-1975,Convair CV-240-23,private,0,Belize City,Belize,A1,1975,0
07-AUG-1975,Boeing 727-224,Continental Air Lines,0,Denver-Stapleton...,USA,A1,1975,0
07-AUG-1975,BN-2A-7 Islander,AMAZ,0,Kasangulu,D.R. Congo,A1,1975,0
08-AUG-1975,BN-2A Islander,Servicios AÃ©reos SA,0,Porvenir Island,Panama,O1,1975,0
08-AUG-1975,Curtiss C-46F,Rich,0,near Aguadilla-Borinq...,Puerto Rico,A1,1975,0
09-AUG-1975,Ilyushin Il-14M,"Aeroflot, Leningrad",11,near Bagdarin,Russia,A1,1975,1
09-AUG-1975,Consolidated PB4Y-2 Privateer,Hawkins & Powers,0,Port Hardy Airpo...,Canada,A1,1975,0
14-AUG-1975,Nord 262A-32,DGAC/SFACT,0,St. Yan,France,A1,1975,0
15-AUG-1975,Yakovlev Yak-40,"Aeroflot, Azerbaijan",23,near Krasnovodsk Airp...,Turkmenistan,A1,1975,1
15-AUG-1975,BN-2A Islander,Aerial Tours,0,Naoro Airport (NOO),P.N. Guinea,A1,1975,0
16-AUG-1975,Douglas C-47A (DC-3),Somali Airlines,0,Bossaso Airport ...,Somalia,A1,1975,0
18-AUG-1975,Consolidated PBY-6A Catalina,Confederate Air Force,3,"Harlingen, TX",USA,A1,1975,1
20-AUG-1975,Ilyushin Il-62,CSA,126,near Damascus Interna...,Syria,A1,1975,1
22-AUG-1975,Douglas C-49J (DC-3),TANA,0,Ipiales Airport ...,Colombia,A1,1975,0
23-AUG-1975,Antonov An-2R,ZUA,0,Jackowo,Poland,A1,1975,0
27-AUG-1975,Douglas C-47B (DC-3),East African Airways,0,Mtwara Airport (...,Tanzania,A1,1975,0
28-AUG-1975,Lockheed C-130E Hercules,Argentine AF,4,TucumÃ¡n Airport...,Argentina,C1,1975,1
30-AUG-1975,Antonov An-2R,"Aeroflot, Belarus",0,unknown,Unknown country,A1,1975,0
30-AUG-1975,Tupolev Tu-104B,"Aeroflot, Ukraine",0,Novosibirsk-Tolm...,Russia,A1,1975,0
30-AUG-1975,Curtiss C-46F,Trans AÃ©reos Beni,0,Trinidad,Bolivia,A1,1975,0
30-AUG-1975,Fairchild F-27B,Wien Air Alaska,10,"near Gambell Airport,...",USA,A1,1975,1
01-SEP-1975,Tupolev Tu-134,Interflug,27,Leipzig Airport ...,Germany,A1,1975,1
04-SEP-1975,DHC-3 Otter,Auburn Adventist Academy,0,Auburn Municipal...,USA,A1,1975,0
04-SEP-1975,DHC-4A Caribou,RAAF,0,Baucau Airport (...,Timor,H2,1975,0
09-SEP-1975,DHC-6 Twin Otter,Haiti Air Inter,0,Gonaives,Haiti,H2,1975,0
11-SEP-1975,Douglas C-47A (DC-3),Stoney's Rainbow Lanes & Lounge,2,"Wakeman, OH",USA,A1,1975,1
11-SEP-1975,Douglas C-47 (DC-3),Ethiopian Airlines,1,near Mota,Ethiopia,A1,1975,1
13-SEP-1975,Douglas EC-47A,Brazilian AF,0,"near Itaparica, BA",Brazil,A1,1975,0
15-SEP-1975,Hawker Siddeley HS-121 Trident 1E,British Airways,0,Bilbao Airport (...,Spain,A1,1975,0
15-SEP-1975,Boeing 727,Continental Air Lines,1,San Jose Municip...,USA,H2,1975,1
15-SEP-1975,BN-2A-6 Islander,Dorado Wings,0,San Juan-Isla Ve...,Puerto Rico,A1,1975,0
16-SEP-1975,Douglas DC-3,Alyemda,0,Beihan Airport (...,Yemen,A1,1975,0
17-SEP-1975,Douglas C-47A (DC-3),Chilean Navy,9,near Ritoque,Chile,A1,1975,1
17-SEP-1975,Convair CV-240-4,Asiatic Int. Airways,0,near Singapore-Seleta...,Singapore,A1,1975,0
18-SEP-1975,Antonov An-2V,"Aeroflot, Krasnoyarsk, op.for Soviet AF",3,near Turukhansk (UOTT),Russia,A1,1975,1
19-SEP-1975,Antonov An-2,Unknown,2,within Bulgaria,Bulgaria,A1,1975,1
20-SEP-1975,DC-8-63CF,Airlift Int.,0,New York-John F....,USA,A2,1975,0
22-SEP-1975,Antonov An-2R,ZUA,0,Skopje Airport (...,North Macedonia,A1,1975,0
24-SEP-1975,Fokker F-28 Fellowship 1000,Garuda,26,near Palembang Airpor...,Indonesia,A1,1975,1
25-SEP-1975,Douglas C-47A (DC-3),Laurentian Air Services,0,La Grande-LG-2 a...,Canada,A1,1975,0
25-SEP-1975,Douglas C-47A (DC-3),Ilford Riverton,3,Fort Severn Airp...,Canada,A1,1975,1
26-SEP-1975,Convair C-131F (CV-340),US Navy,4,near Santa Ana-El Tor...,USA,A1,1975,1
26-SEP-1975,Nord 2501D Noratlas,Portuguese AF,11,near Tancos Air Base,Portugal,A1,1975,1
27-SEP-1975,Canadair CC-106 Yukon (CL-44),AER,6,Miami Internatio...,USA,A1,1975,1
27-SEP-1975,Shorts SC.7 Skyvan,Olympic Airways,0,Mikonos,Greece,H2,1975,0
27-SEP-1975,Dassault Falcon 20DC,Federal Express,0,Providence-Theod...,USA,A2,1975,0
30-SEP-1975,DHC-6 Twin Otter 200,Northern Thunderbird Air,7,Kluatantan regio...,Canada,A1,1975,1
30-SEP-1975,Tupolev Tu-154A,Malev,60,near Beirut Internati...,Lebanon,A1,1975,1
30-SEP-1975,Boeing 727-24C,Avianca,4,Barranquilla-Sol...,Colombia,A1,1975,1
05-OCT-1975,Boeing 737-287C,Aerolineas Argentinas,0,Rafaela Aerodrom...,Argentina,H2,1975,0
06-OCT-1975,Yakovlev Yak-40,"Aeroflot, Uralsk",0,near Kirov Airport (KVX),Russia,A1,1975,0
07-OCT-1975,BAC One-Eleven,Philippine Air Lines,0,Manila,Philippines,H2,1975,0
07-OCT-1975,BN-2A-3 Islander,Dirgantara Air Services,0,Sawu Airport (SAU),Indonesia,A1,1975,0
10-OCT-1975,Antonov An-8,MAP Zhukovski,6,Sverdlovsk-Kolts...,Russia,A1,1975,1
15-OCT-1975,Grumman TC-4C (G-159 Gulfstream I),USMC,9,Cherry Point MCA...,USA,A1,1975,1
17-OCT-1975,BN-2A-26 Islander,Aer Arann,0,Inishmore Airpor...,Ireland,A1,1975,0
19-OCT-1975,Curtiss C-46A,Aerovias Las Minas,3,Trinidad,Bolivia,A1,1975,1
22-OCT-1975,Yakovlev Yak-40,"Aeroflot, Latvia",11,near Novgorod Airport...,Russia,A1,1975,1
23-OCT-1975,DH-114 Riley Heron 2E/A1,Connair,11,"near Cairns Airport, ...",Australia,A1,1975,1
26-OCT-1975,GAF Nomad N.22,GAF,0,Mazatlan Airport...,Mexico,O1,1975,0
27-OCT-1975,Convair CV-440-12,TAM,67,Cerro Colorado,Bolivia,A1,1975,1
30-OCT-1975,DC-9-32,Inex-Adria Aviopromet,75,near Praha-Ruzyne Int...,Czech Rep.,A1,1975,1
03-NOV-1975,Douglas C-47A (DC-3),Kenting Atlas Aviation,0,"near Frobisher Bay, NU",Canada,A1,1975,0
05-NOV-1975,Douglas C-47B (DC-3),Spanish AF,0,unknown,Unknown country,U1,1975,0
05-NOV-1975,Douglas C-47A (DC-3),Spanish AF,0,unknown,Unknown country,U1,1975,0
05-NOV-1975,Douglas C-47B (DC-3),Spanish AF,0,unknown,Unknown country,U1,1975,0
12-NOV-1975,Boeing 727-225,Eastern Air Lines,0,Raleigh/Durham A...,USA,A2,1975,0
12-NOV-1975,DC-10-30CF,ONA,0,New York-John F....,USA,A1,1975,0
13-NOV-1975,Antonov An-2R,"Aeroflot, East Siberia",0,near Nizhneangarsk,Russia,A1,1975,0
15-NOV-1975,Fokker F-28 Fellowship 1000,Aerolineas Argentinas,0,near Concordia Airpor...,Argentina,A1,1975,0
17-NOV-1975,Antonov An-24RV,"Aeroflot, North Kavkaz",38,near Gali,Georgia,A1,1975,1
18-NOV-1975,Douglas C-47 (DC-3),Aviateca,15,near El Caoba,Guatemala,A1,1975,1
20-NOV-1975,Antonov An-24B,"Aeroflot, Belarus",19,near Kharkov Airport ...,Ukraine,A1,1975,1
20-NOV-1975,Hawker Siddeley HS-125-600B,Hawker Siddeley,6,Dunsfold Airport...,U.K.,A1,1975,1
22-NOV-1975,Antonov An-24V,Balkan Bulgarian,3,Sofia-Vrazhdebna...,Bulgaria,A1,1975,1
25-NOV-1975,Lockheed C-130H Hercules,Israeli AF,20,near El Arish,Egypt,A1,1975,1
29-NOV-1975,Douglas C-47A (DC-3),Kenting Atlas Aviation,0,Igloolik Airport...,Canada,U1,1975,0
03-DEC-1975,Boeing 747-123F (SCD),TMA,0,Athens-Ellinikon...,Greece,A2,1975,0
03-DEC-1975,BN-2A-8 Islander,Pacific Resorts,0,Du Motu,Tonga,A1,1975,0
07-DEC-1975,Boeing KC-135A,USAF,4,near Fairbanks-Eielso...,USA,A1,1975,1
10-DEC-1975,Antonov An-2R,"Aeroflot, North Kavkaz",0,near Serafimovich,Russia,A1,1975,0
15-DEC-1975,Antonov An-12B,"Aeroflot, Yakutsk",0,Fergana Airport ...,Uzbekistan,A1,1975,0
16-DEC-1975,Boeing 747-246B,JAL,0,Anchorage Intern...,USA,A2,1975,0
20-DEC-1975,Douglas C-117D (DC-3),US Navy,0,ReykjavÃ­k-Naval...,Iceland,A1,1975,0
21-DEC-1975,CT-39E Sabreliner,US Navy,2,"near Ukiah, CA",USA,A1,1975,1
21-DEC-1975,BN-2A-21 Islander,Philippine Aerotransport,9,Tacloban (TAC),Philippines,A1,1975,1
22-DEC-1975,Boeing 707-331B,TWA,0,Milano-Malpensa ...,Italy,A1,1975,0
28-DEC-1975,Hawker Siddeley HS-121 Trident 1C,British Airways,0,London-Heathrow ...,U.K.,O1,1975,0
29-DEC-1975,Beech 99,Bayview Air Services,2,near Slave Lake Airpo...,Canada,A1,1975,1
??-???-1975,BN-2A-6 Islander,Khmer Airlines,0,Phnom Penh-Poche...,Cambodia,C1,1975,0
??-???-1975,Let L-410A,Let,0,unknown,Unknown country,O1,1975,0
??-???-1975,DHC-4A Caribou,US Army,0,Meck Island,Marshall Isl.,A1,1975,0
??-???-1975,Antonov An-2R,"Aeroflot, Uralsk",0,unknown,Unknown country,A1,1975,0
??-???-1975,Antonov An-2R,WSK Mielec,0,unknown,Poland,O1,1975,0
??-???-1975,Antonov An-2R,PZL-Mielec,0,Mielec,Poland,O1,1975,0
??-???-1975,Dornier Do 28D-1 Skyservant,Unknown,0,Quito,Ecuador,U1,1975,0
??-???-1975,Lockheed P-2H Neptune,Black Hills Aviation,0,"Wenatchee, WA",USA,A1,1975,0
??-???-1975,Nord 2501D Noratlas,Portuguese AF,0,unknown,Portugal,U1,1975,0
01-JAN-1976,DC-10-30,SAS,0,KÃ¸benhavn-Kastr...,Denmark,A2,1976,0
01-JAN-1976,Boeing 720-023B,MEA,81,near Al Qaysumah,Saudi Arabia,C1,1976,1
02-JAN-1976,DC-10-30CF,"ONA, op.for Saudi Arabian",0,Istanbul-YesilkÃ...,Turkey,A1,1976,0
02-JAN-1976,BN-2A-3 Islander,Caspair,0,Kimba Ngorongoro,Tanzania,A2,1976,0
03-JAN-1976,Learjet 24A,Winship Air Services,6,near Anchorage Intern...,USA,A1,1976,1
03-JAN-1976,Tupolev Tu-124V,"Aeroflot, North Kavkaz",62,near Moskva-Vnukovo A...,Russia,A1,1976,1
05-JAN-1976,DC-8-61,JAL,0,Manila Airport (...,Philippines,H2,1976,0
07-JAN-1976,Vickers 806 Viscount,Mandala Airlines,0,Manado-Samratula...,Indonesia,A1,1976,0
08-JAN-1976,BN-2A-21 Islander,Philippine Aerotransport,7,Mactan Island,Philippines,A1,1976,1
13-JAN-1976,Antonov An-24B,"Aeroflot, Uralsk",0,near Leningrad-Smolno...,Russia,A1,1976,0
14-JAN-1976,Rockwell Sabreliner 40,FAA,1,"near Recife, PE",Brazil,A1,1976,1
15-JAN-1976,Douglas C-54A (DC-4),El Venado,13,near Chipaque,Colombia,A1,1976,1
17-JAN-1976,Handley Page HPR-7 Herald 401,Royal Malaysian AF,0,Kuala Lumpur Sub...,Malaysia,A1,1976,0
18-JAN-1976,Douglas C-47 (DC-3),Frigorifico Maniqui,7,near San Borja-Capita...,Bolivia,A1,1976,1
20-JAN-1976,Hawker Siddeley HS-748,TAME Ecuador,34,near Loja,Ecuador,A1,1976,1
20-JAN-1976,Antonov An-8,Soviet AF,7,within Azerbaijan,Azerbaijan,A1,1976,1
21-JAN-1976,Antonov An-24RV,CAAC,40,near Changsha-Huanghu...,China,A1,1976,1
22-JAN-1976,Dassault Falcon 20C,French AF,5,Rambouillet,France,A1,1976,1
22-JAN-1976,Embraer EMB-110C Bandeirante,Transbrasil,7,ChapecÃ³ Airport...,Brazil,A1,1976,1
22-JAN-1976,Shin Meiwa PS-1,Japanese Navy,0,unknown,Japan,A1,1976,0
23-JAN-1976,Hawker Siddeley HS-748,Bouraq Indonesia,0,Palu Airport (PLW),Indonesia,A1,1976,0
27-JAN-1976,Douglas DC-6A,AerotÃ©cnicos Asociados de MÃ©xico,4,near Cozumel Airport ...,Mexico,A1,1976,1
29-JAN-1976,Douglas C-47D,Spanish AF,0,unknown,Unknown country,A1,1976,0
30-JAN-1976,Ilyushin Il-18V,"Aeroflot, Kyrgyzstan",6,near Frunze Airport (...,Kyrgyzstan,A1,1976,1
02-FEB-1976,Douglas C-49J (DC-3),Atlantic Central Airlines,0,Saint John Airpo...,Canada,O1,1976,0
04-FEB-1976,Douglas DC-6A/B,LAC Colombia,3,Santa Marta,Colombia,A1,1976,1
06-FEB-1976,Learjet 24D,Estramed,0,near Bari-Palese Airp...,Italy,A1,1976,0
06-FEB-1976,Boeing KC-135A,USAF,7,near Cabanillas,Spain,A1,1976,1
08-FEB-1976,Douglas YC-112A-DO (DC-6),Mercer Airlines,3,near Los Angeles-Van ...,USA,A1,1976,1
09-FEB-1976,Tupolev Tu-104A,"Aeroflot, West Siberia",24,Irkutsk Airport ...,Russia,A1,1976,1
09-FEB-1976,Antonov An-24RV,Tarom,0,Bacau Airport (BCM),Romania,A1,1976,0
16-FEB-1976,Douglas C-47A (DC-3),Chad AF,0,Faya Airport (FYT),Chad,A1,1976,0
22-FEB-1976,Grumman G-1159 Gulfstream II,FabergÃ©,0,Burlington Inter...,USA,A1,1976,0
24-FEB-1976,DHC-6 Twin Otter 200,Gateway Aviation,2,Yellowknife Airp...,Canada,A1,1976,1
25-FEB-1976,Curtiss C-46D,LANICA,0,Managua-Las Merc...,Nicaragua,A1,1976,0
29-FEB-1976,Saunders ST-27,ACES,1,MedellÃ­n-Enriqu...,Colombia,H2,1976,1
01-MAR-1976,VEB 14P,Tarom,6,near Sibiu Airport (SBZ),Romania,A1,1976,1
02-MAR-1976,IAI Arava 201,TAM,19,within Southeastern Bol...,Bolivia,A1,1976,1
06-MAR-1976,Ilyushin Il-18E,"Aeroflot, Armenia",111,near Verkhnyaya Khava,Russia,A1,1976,1
10-MAR-1976,Antonov An-24RV,"Aeroflot, Privolzhsk",0,Saratov Airport ...,Russia,A1,1976,0
12-MAR-1976,Lockheed L-188AF Electra,Great Northern Airlines,0,"Udrivik Lake, AK",USA,A1,1976,0
13-MAR-1976,Fokker F-27 Friendship 600,Air Zaire,0,Gago Coutinho,Angola,A1,1976,0
16-MAR-1976,Beech 99A,Command Airways,0,Poughkeepsie-Dut...,USA,A1,1976,0
17-MAR-1976,Curtiss C-46A,LANICA,0,Puerto Cabezas A...,Nicaragua,U1,1976,0
18-MAR-1976,Antonov An-24V,Cubana,5,near Havana,Cuba,A1,1976,1
18-MAR-1976,Douglas DC-8-43,"Air Canada, op.for Cubana",0,near Havana-JosÃ© Mar...,Cuba,A1,1976,0
19-MAR-1976,Yakovlev Yak-40S2,Syrianair,0,Beirut Internati...,Lebanon,C1,1976,0
24-MAR-1976,Ilyushin Il-14LIK,"Aeroflot, Kazakstan",6,near Ashgabat Airport...,Turkmenistan,A1,1976,1
24-MAR-1976,Douglas C-47B (DC-3),Royal Air Lao,0,Vientiane-Wattay...,Laos,O1,1976,0
24-MAR-1976,Douglas C-47A (DC-3),Royal Air Lao,0,Vientiane-Wattay...,Laos,O1,1976,0
24-MAR-1976,Douglas C-47A (DC-3),Royal Air Lao,0,Vientiane-Wattay...,Laos,O1,1976,0
24-MAR-1976,Douglas C-54A (DC-4),Royal Air Lao,0,Vientiane-Wattay...,Laos,O1,1976,0
24-MAR-1976,Douglas R5D-1 (DC-4),Royal Air Lao,0,Vientiane-Wattay...,Laos,O1,1976,0
24-MAR-1976,Douglas C-54A (DC-4),Royal Air Lao,0,Vientiane-Wattay...,Laos,O1,1976,0
25-MAR-1976,Lockheed L-1329 JetStar I,International Air Service,4,Chicago-Midway A...,USA,A1,1976,1
02-APR-1976,Douglas C-47 (DC-3),SATENA,5,near Puerto Asis,Colombia,A1,1976,1
05-APR-1976,Boeing 727-81,Alaska Airlines,1,Ketchikan Intern...,USA,A1,1976,1
07-APR-1976,BAC One-Eleven,Philippine Air Lines,0,Benghazi,Libya,H2,1976,0
09-APR-1976,Lockheed 18 Lodestar,The Connecticut National Bank,2,"Brighton, FL",USA,A1,1976,1
